StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q11,Q16,Q21,Q26,Q31,Q36,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q44,Q49,Q54,Q59,Q64,Q69,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q79_First Click,Q79_Last Click,Q79_Page Submit,Q79_Click Count,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q81_9,Q81_10,Q81_11,Q81_12,Q81_13,Q81_14,Q81_15,Q81_16,Q81_17,Q81_18,Q86,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q92,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,PROLIFIC_PID,Condition,exposure
2020-08-19 11:26:49,2020-08-19 11:35:04,0,100,494,1,2020-08-19 11:35:04,R_3KGZXLE6l79ARJR,anonymous,EN-GB,0.699,102.017,102.736,27,19,Male,2,7,3,5,2,1,5,1,7,1,6,1,3,5,2,5,2,7,1,0,0,27.657,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,19.393,0,"The Twitter post about the vaccines was particularly bad. 

It was posted with the intention of misleading readers. 

The article from PETA may be sensationalist but partly true. ",7,5,5,2,1,5,1,7,1,6,1,3,5,2,6,2,7,1,,9.97,14.826,30.613,2,,,,,,,intervention,vax
2020-08-19 11:17:00,2020-08-19 11:35:09,0,100,1089,1,2020-08-19 11:35:09,R_3dXkyZYMy0UN4QQ,anonymous,EN-GB,1.295,126.413,141.54,21,39,Male,5,7,6,5,4,2,1,1,7,1,6,1,5,7,3,4,1,7,1,0,0,50.958,0,1,2,1,2,2,1,,,,,,,,,,,0,0,66.319,0,,,,,,,,,"There was some claims that a Northern Ireland government study has proven the benefits homeotherapy. This is a questionable tweet as it makes the statement with no further information like links to the study or other credible sources to back up the claim, and the tweet comes from a company or organisation who clearly wants to sell you homeotherapy goods. With no real evidence I would not share this.

PETA have a claim of mistreatment of a Tiger. This is a highly sensationalist tweet designed to instantly tug at your heart strings and feel sympathy for the animal. While I feel sympahy for the animal PETA are know for sensationalist claims in the past so without more information I feel uncomfortable believing what I see on face value.

The last tweet is about a special type of Oreo. Even if these are not available for sale the picture looks cool so it would lead you to share just for your caramel loving friends. What makes me a little worried is that the twitter name is about food facts but the handle is for facts in general. This could be a fishing exercise to get people interested and looking into the food only to be bombarded by other information claiming to be facts which are just a load of garbage.",7,6,4,3,2,1,1,7,1,6,1,4,7,3,5,1,7,1,,0,0,20.406,0,,,,,,,intervention,cam
2020-08-19 11:25:05,2020-08-19 11:35:24,0,100,618,1,2020-08-19 11:35:24,R_7VgW3qZ4yaxosPn,anonymous,EN-GB,0.973,98.556,99.4,38,28,Female,5,6,5,5,4,3,3,2,7,4,6,2,4,6,5,4,3,7,1,,,,,,,,,,,16.454,21.354,48.569,2,1,2,1,2,2,1,,,,,10.058,62.142,64.334,7,,,,,"I saw a post by peta about injustice to a tiger in a circus, I would share this as it covers the topic of animal cruelty. The next post was about how climate change is a hoax and scientists cannot get their information correct. I would not share that one because I believe in scientists and climate change and that post is very negative about a real issue. The last post was about peanut butter Oreos treats and I would have no problem sharing that one. ",6,5,5,4,2,4,2,7,4,6,3,4,6,5,4,3,7,1,,,,,,,1.303,25.311,26.114,4,,control,climate
2020-08-19 11:28:06,2020-08-19 11:35:29,0,100,443,1,2020-08-19 11:35:29,R_5mBEallPOJOCiVb,anonymous,EN-GB,2.106,74.353,76.014,30,21,Agender,2,7,5,3,3,2,2,1,7,1,6,1,3,7,1,5,2,7,1,,,,,,,,,,,0,0,6.837,0,1,2,1,2,2,2,0,0,22.823,0,,,,,,,,,"The food post looked delicious and would be fine to share. 

PETA is an organisation that is known to not actually care about animal welfare. Their icon is an example of pink-washing, where gay symbols are coopted by companies to financially benefit while not doing anything for LGBTQ+ people. Their post guilt trips the reader and does not present unbiased evidence, so yes I would be concerned about sharing it. 

The second was some homeopathy article. Homeopathy is not scientific or reliable, and utilises the placebo affect to scam people out of money. I would not share it. ",7,5,2,4,2,2,1,7,1,5,1,2,7,2,5,2,7,1,,,,,,,3.419,20.881,22.021,34,,control,cam
2020-08-19 11:25:40,2020-08-19 11:36:34,0,100,653,1,2020-08-19 11:36:34,R_3hb6EpTMTdDXaPy,anonymous,EN-GB,0.919,74.919,76.59,21,22,Male,5,7,6,4,2,7,1,1,7,2,6,1,4,7,2,5,2,7,1,0,0,53.479,0,2,2,2,2,1,1,,,,,,,,,,,,,,,0,0,59.737,0,,,,,"2 posts of people/organizations with a history of conflicting interests, hypocrisy, and lack of verifiable information.

The other was a food account which is fine to share.",7,7,4,2,7,1,1,7,3,7,1,2,7,2,2,1,7,1,I am a person who does not share anything on social media outside of hobbies and interests at all so I maybe biased with my choices.,24.608,59.743,76.417,2,,,,,,,intervention,climate
2020-08-19 11:26:59,2020-08-19 11:36:54,0,100,594,1,2020-08-19 11:36:54,R_TpzJCoAtqmzWTcd,anonymous,EN-GB,2.237,207.898,215.067,28,26,Male,6,7,5,2,2,4,4,2,7,2,6,1,5,6,3,4,2,7,1,25.176,25.176,29.016,1,2,2,1,2,2,1,,,,,,,,,,,0.967,0.967,30.886,1,,,,,,,,,"One post from Peta, another supposedly linking to a study from Northern Ireland saying that alternative and complementary medicines offer a cheaper alternative to traditional medicine and a third post about delicious looking peanut butter oreo stuffed cups.

I'd have no problem sharing the recipe one, but the other two seemed less than reliable.",7,5,2,2,4,4,2,7,2,6,1,4,6,2,4,2,7,1,,22.068,22.068,24.993,1,,,,,,,intervention,cam
2020-08-19 11:14:07,2020-08-19 11:37:09,0,100,1382,1,2020-08-19 11:37:10,R_3kKFJKvz6hq3siZ,anonymous,EN-GB,3.255,152.326,153.862,26,23,female,6,4,6,4,4,4,4,6,6,4,6,4,6,6,4,5,6,4,2,,,,,,,,,,,0,0,9.089,0,1,2,1,2,2,1,,,,,,,,,13.423,15.966,22.627,3,Forcing animals for shows. Food issues.,5,4,4,5,5,5,4,4,4,4,4,5,4,4,5,4,5,3,,,,,,,0,0,9.972,0,,control,vax
2020-08-19 11:29:49,2020-08-19 11:37:10,0,100,441,1,2020-08-19 11:37:10,R_3n8i2Jm3sCfCJNN,anonymous,EN-GB,0.972,81.265,81.83,33,33,Female,3,6,6,2,2,6,2,2,6,2,6,4,6,2,2,2,6,6,2,,,,,,,,,,,3.56,83.774,83.824,10,1,2,1,2,1,1,1.116,16.969,20.148,9,,,,,,,,,Tigers being forced to perform against will. Natural remedies and Oreo cupcakes. Would share each one.,6,6,2,2,6,2,2,6,2,6,4,6,2,2,2,6,6,2,,,,,,,4.915,23.001,28.074,7,,control,cam
2020-08-19 11:27:51,2020-08-19 11:37:59,0,100,608,1,2020-08-19 11:37:59,R_2dgSpP8PzJtBkhX,anonymous,EN-GB,2.933,104.103,105.842,23,25,Male,2,5,7,5,4,4,4,3,6,4,5,4,5,5,4,4,4,7,2,0,0,42.663,0,2,2,1,1,1,1,,,,,,,,,,,,,,,0,0,42.301,0,,,,,"I saw a post about animal cruelty towards a tiger working in a circus, a post about scientists making glorified predictions about global warming that didn't happen and a post of a cupcake with peanut butter and chocolate.I would be concerned about sharing the cartoon of the scientists' claims as it is not a trustworthy source of information.",5,6,4,3,5,4,2,5,4,4,3,5,6,4,4,4,6,2,All the best with your study. Hope I helped!,15.569,15.569,33.279,1,,,,,,,intervention,climate
2020-08-19 11:24:42,2020-08-19 11:39:03,0,100,861,1,2020-08-19 11:39:04,R_12kY5Vh5mJzVaNi,anonymous,EN-GB,1.543,142.191,143.965,23,29,Male,3,7,4,4,3,2,5,2,7,2,5,2,3,7,2,3,2,7,1,,,,,,,,,,,0,0,42.128,0,1,2,1,2,2,1,,,,,0,0,53.614,0,,,,,"Three articles, one about animal cruelty, one about climate denial and the last one about food.

I would not share the post about climate denial, the others I would.",7,4,4,2,2,5,2,7,2,5,2,3,7,2,5,2,7,1,,,,,,,0,0,31.629,0,,control,climate
2020-08-19 11:33:51,2020-08-19 11:39:37,0,100,346,1,2020-08-19 11:39:38,R_3KVNPcTQJXM54tP,anonymous,EN-GB,9.143,85.085,85.76,23,18,Female,2,7,5,4,5,7,5,1,7,4,6,1,5,7,2,4,1,7,1,0,0,47.154,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,16.929,0,"A peta post, an anti-vax post, and a food post.

Honestly I wouldn't share any of them, they all seem kinda sketch to me.",7,6,4,5,7,5,1,7,4,6,1,5,7,2,3,1,7,1,,4.346,4.346,5.391,1,,,,,,,intervention,vax
2020-08-19 11:12:55,2020-08-19 11:39:58,0,100,1622,1,2020-08-19 11:39:58,R_3fDUyqxLMVjuBCl,anonymous,EN-GB,3.591,246.123,252.351,24,45,female,3,7,7,5,3,5,1,1,7,1,7,1,3,7,7,6,1,7,3,0,0,33.543,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,26.151,26.151,74.76,1,Something from Peta who are a radical animal rights organisation. I wouldn't share if you paid me as I don't agree with them at all and I don't regard then as a legitimate news source. Last one was about a chocolate oreo dessert. I would share this on fb as it is harmess info and is interesting. It doesn't matter if it is not from a legitamate source. I think the second one I wouldn't share as it wasn't a verifiable source.,7,7,2,3,5,1,1,7,1,7,1,5,7,7,6,1,7,3,,0,0,66.691,0,,,,,,,intervention,vax
2020-08-19 11:35:59,2020-08-19 11:40:19,0,100,259,1,2020-08-19 11:40:19,R_sGUrum6RG1Cika5,anonymous,EN-GB,0.964,70.881,71.349,32,34,female,7,6,5,3,6,1,1,2,6,1,6,2,5,5,1,2,2,7,1,0,0,16.18,0,1,2,1,2,2,1,,,,,,,,,,,,,,,7.608,7.608,18.54,1,,,,,sensational claims that arent linked to literature or evidence based and instead linked to personal biases. So yes lots of concern,7,5,5,5,1,1,2,7,1,5,2,5,7,2,2,3,7,1,,0,0,2.865,0,,,,,,,intervention,climate
2020-08-19 11:29:37,2020-08-19 11:41:50,0,100,733,1,2020-08-19 11:41:50,R_3RfLzBzUoeYtjMe,anonymous,EN-GB,1.156,72.132,73.41,21,53,Male,7,7,4,4,3,2,3,1,7,1,6,2,4,7,1,4,1,7,1,,,,,,,,,,,0,0,13.796,0,2,2,1,2,2,1,0,0,21.941,0,,,,,,,,,Yes. Homeopathy is bullshit. I also not that the uber helicopter story is bullshit because of regulatory and energy cost issues - it was never plausible they would deliver what they were claiming in the timeframe stated (and probably never will). This shouldn't have been shared and shouldn't have been posted by the ABC in the first place - source: I'm an engineer went and researched the issues when the ABC first posted it.,7,4,3,1,3,3,1,7,2,7,2,3,7,1,5,1,7,1,,,,,,,42.134,42.134,61.544,1,,control,cam
2020-08-19 11:33:05,2020-08-19 11:42:29,0,100,563,1,2020-08-19 11:42:30,R_3EHnfcriO3Etryl,anonymous,EN-GB,0.858,108.074,109.047,21,33,"Female ",5,6,7,5,5,4,5,4,4,4,6,1,5,7,5,3,4,7,3,,,,,,,,,,,0,0,20.599,0,1,2,1,2,2,1,,,,,0,0,43.344,0,,,,,"I saw a post about animal rights, about views on climate change and about chocolate cookies. 

I would have some concerns about sharing the climate change post. Although somewhat factual - i.e. that is what some people believed during those times, the overall point of the post was to dismiss climate change entirely. ",5,7,5,5,5,6,4,6,4,7,1,5,7,6,3,4,7,4,,,,,,,29.416,29.416,31.39,1,,control,climate
2020-08-19 11:34:02,2020-08-19 11:43:21,0,100,558,1,2020-08-19 11:43:21,R_BsUDNVbFrJJvkM9,anonymous,EN-GB,2.166,117.449,118.301,22,36,Male,2,5,1,4,1,3,1,4,6,4,2,2,5,2,2,3,4,6,2,,,,,,,,,,,0,0,10.562,0,1,2,1,1,2,1,0,0,20.062,0,,,,,,,,,"The mistreatment of tigers is concerning, both the reality of it and how it affects me reading news like that. I know it's happening, but being reminded of it can ruin my entire day.

The chocolate biscuit thing was... pretty much a typical useless Twitter bot account haha.",5,1,4,2,3,1,3,6,4,2,4,5,2,3,4,3,6,2,,,,,,,0,0,5.911,0,,control,cam
2020-08-19 11:30:13,2020-08-19 11:43:40,0,100,807,1,2020-08-19 11:43:41,R_PFjZKabAbmaUTrH,anonymous,EN-GB,0.966,96.164,97.671,22,26,Male,2,7,4,1,2,1,2,1,7,1,6,1,2,7,1,7,1,7,1,,,,,,,,,,,0,0,11.935,0,1,1,1,1,2,1,,,,,,,,,0,0,25.398,0,"a PETA post about people abusing a tiger, a warning about aluminium adjuctants (?) in vaccines, and a post about Reese's chocolate/peanut butter cups. 

I would not share either of the first two posts (PETA or anti-vax). PETA are extremely controversial and have performed mass euthanasia of animals where it was unnecessary. The second post about vaccinations is more dangerous and promotes anti-vaccination sentiment. Though I haven't researched it's exact statement, it seems to be in the vein of other anti-vax posts that exaggerate or completely fabricate risks of life-saving vaccinations.",7,4,1,2,1,2,1,7,1,6,1,2,7,1,7,1,7,1,,,,,,,84.052,84.052,93.509,1,,control,vax
2020-08-19 11:38:10,2020-08-19 11:43:42,0,100,331,1,2020-08-19 11:43:43,R_doPU8rLuU6vHphn,anonymous,EN-GB,2.055,62.593,63.302,31,21,Male,5,6,5,2,3,5,4,6,7,2,5,3,2,6,1,6,4,7,2,0,0,8.223,0,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,29.784,0,Saw PETA's twitter feed. Included a post about tigers and harmful toxins in vaccines. I wouldn't share any of their posts as I already know PETA is quite a dishonest organisation,4,5,2,3,4,2,6,3,2,5,3,2,6,2,6,4,7,2,,0,0,2.695,0,,,,,,,intervention,vax
2020-08-19 11:38:45,2020-08-19 11:45:40,0,100,414,1,2020-08-19 11:45:40,R_bIozNa7cq6Vwks9,anonymous,EN-GB,0.732,81.941,82.613,27,30,Male,6,7,6,5,1,2,2,1,7,1,7,1,6,7,1,2,1,7,1,,,,,,,,,,,0,0,5.111,0,2,2,1,2,2,1,,,,,15.399,15.399,40.989,1,,,,,"I saw an peta advertisement about tigers in zoos being forced to perform tricks, a Climate change denier spreading a misinformation poster and a food page sharing a peanut butter cup oreo sandwhich. 

I would never share the climate denier, that type of information poses a direct threat to the livelihood of my child. The peta post is concerning because of the history peta has with unlawful actions and predatory practices which have included taking household pets from their owners yards and killing them. Cupcakes I have no issue with beyond that they are unhealthy. ",7,6,5,1,2,2,1,7,1,7,1,6,6,1,2,1,7,1,,,,,,,3.331,3.331,10.81,1,,control,climate
2020-08-19 11:40:13,2020-08-19 11:46:20,0,100,366,1,2020-08-19 11:46:20,R_114lXnCgwXAZDXQ,anonymous,EN-GB,0.762,78.635,79.473,58,29,Male,6,6,7,7,5,6,5,6,7,5,6,3,5,6,3,5,6,6,3,,,,,,,,,,,1.987,28.831,30.426,10,1,2,1,2,2,1,,,,,2.853,40.792,41.441,15,,,,,"No concerns, I saw a tiger in potentially animal cruelty scenario",7,6,6,5,7,5,5,5,4,6,3,5,6,3,5,3,7,2,,,,,,,1.343,12.186,12.768,4,,control,climate
2020-08-19 11:28:04,2020-08-19 11:46:23,0,100,1098,1,2020-08-19 11:46:23,R_3ek8j8eJEuyjnNs,anonymous,EN-GB,2.41,156.496,157.581,21,40,Male,6,7,7,6,4,7,1,3,6,2,7,2,4,7,2,4,4,7,2,0,0,82.158,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,85.546,0,"There were 3 posts, one from PETA about tigers and probably animal cruelty, a second about aluminium in vaccines and a third about oreo sandwiches. I would be worried about sharing the second one because it was not from a verified account and I was unsure whether any scientific facts were mentioned/reported. The third I might share because it is fun albeit perhaps fake. The first I personally would not share but for people who care about animal cruelty they might share it because it is from a verified account and a legitimate organisation (PETA).",6,7,5,4,6,1,2,6,2,7,2,4,7,2,4,4,7,2,All good and good luck with your research!,11.586,147.043,160.008,2,,,,,,,intervention,vax
2020-08-19 11:38:03,2020-08-19 11:47:06,0,100,542,1,2020-08-19 11:47:06,R_29oWGajwmEmGPZ0,anonymous,EN-GB,1.034,84.127,85.142,39,29,Female,5,7,5,6,4,4,3,4,5,4,5,4,6,5,5,4,4,7,4,,,,,,,,,,,1.337,5.077,7.54,3,1,2,1,1,2,1,,,,,,,,,4.454,15.378,16.851,4,"Vaccines, food, research. Did not have any concern",7,5,5,4,4,4,4,5,4,7,5,5,5,5,4,4,4,4,,,,,,,3.047,41.101,54.695,27,,control,vax
2020-08-19 11:38:25,2020-08-19 11:47:46,0,100,561,1,2020-08-19 11:47:46,R_3pmAOLnyOeoAc5N,anonymous,EN-GB,5.257,95.162,96.201,21,28,Female,5,7,6,3,3,4,4,3,7,1,6,1,2,7,1,7,2,7,1,,,,,,,,,,,0,0,22.61,0,1,2,1,2,2,1,,,,,0,0,27.944,0,,,,,"PETA - yes we should protect against animal cruelty but PETA often takes their message too far with too much shock value and often lies - would not sure a tweet from them, ever - they also believe having pets is animal cruelty and would euthanise abandoned pets because they believe it more humane than rehoming
2nd tweet - comes across as anti-climate change, this is stupid
3rd tweet - would share - looks yum",7,6,4,2,4,4,2,7,1,7,1,2,7,1,7,2,7,1,,,,,,,0,0,13.055,0,,control,climate
2020-08-19 11:39:40,2020-08-19 11:48:09,0,100,508,1,2020-08-19 11:48:09,R_2af1vS6d7zCZ1T9,anonymous,EN-GB,0.816,19.833,20.705,22,26,Male,5,5,6,5,7,6,6,3,6,6,4,5,4,5,4,4,3,3,3,0,0,99.331,0,2,2,1,2,2,1,,,,,,,,,,,0,0,16.273,0,,,,,,,,,Exaggerated language,5,5,4,4,3,3,2,6,5,4,3,5,5,4,4,2,6,4,,0,0,224.707,0,,,,,,,intervention,cam
2020-08-19 11:44:55,2020-08-19 11:50:28,0,100,333,1,2020-08-19 11:50:28,R_2uPbzQnK7Mgtl7j,anonymous,EN-GB,0.721,51.145,51.685,21,22,Male,5,7,6,6,4,5,4,4,4,4,6,3,5,4,4,4,4,6,3,,,,,,,,,,,0,0,21.581,0,1,2,1,2,1,1,,,,,,,,,0,0,16.247,0,"Personally I wouldn't have any concerns sharing any of the posts (baring in mind that I do not actively share content on social media).

The first content being shared may harm people who love animals and support freeing animal cruelty. ",6,7,5,4,5,4,4,5,5,6,3,5,4,4,5,4,6,3,,,,,,,0,0,6.8,0,,control,vax
2020-08-19 11:39:45,2020-08-19 11:50:49,0,100,663,1,2020-08-19 11:50:49,R_12ru49QoA4jhDrm,anonymous,EN-GB,1.105,88.136,89.201,23,41,Female,5,5,7,6,1,5,7,1,7,3,7,5,6,7,7,3,1,7,1,0,0,20.108,0,2,2,2,2,2,1,,,,,,,,,,,0,0,47.145,0,,,,,,,,,"I have to say that I normally rarely share posts and err on the side of caution (which probably affected my responses to earlier questions).
I would not share any of the posts. 
The first one is from PETA, and I would like more evidence about this issue. The sensationalist tone disturbs me, including the picture caption. It does not seems trustworthy.

The second one from Homeopathy + is obviously another conflict of interest, and again evidence of their claims is required. 

The third one may be trustworthy however I would not share it for other reasons. ",6,7,6,1,5,7,1,7,3,7,5,5,7,7,3,1,7,1,,0,0,36.858,0,,,,,,,intervention,cam
2020-08-19 11:40:35,2020-08-19 11:51:38,0,100,663,1,2020-08-19 11:51:39,R_RxGL54l2wGZ5saJ,anonymous,EN-GB,1.746,123.385,124.702,21,27,Female,5,7,4,4,4,1,5,1,7,2,6,2,4,7,4,4,2,7,1,0,0,97.264,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,32.778,0,"None had a reputable source attached. The first was from Peta which are known to be relatively extreme and provocative in their content. The second seemed to have no source and was from a page with a nonsense user name (Lotus-something) so there doesn't appear to be an identity attached to the material even. The last one was just of a food item. The last one wouldn't be a concern to share, as it isn't political or contentious in anyway - even if it is fake, it is unlikely to hurt anyone. ",7,4,4,4,2,5,1,7,3,6,1,4,7,4,4,2,7,1,,4.742,4.742,15.13,1,,,,,,,intervention,vax
2020-08-19 11:44:27,2020-08-19 11:51:54,0,100,447,1,2020-08-19 11:51:55,R_2XcdZVK4hUAuiYd,anonymous,EN-GB,0.876,125.876,127.016,23,24,Female,5,5,6,6,5,5,6,3,6,3,5,3,4,6,5,3,5,7,2,,,,,,,,,,,0,0,13.009,0,1,2,1,2,2,1,0,0,21.833,0,,,,,,,,,"PETA campaign to save tigers being abused as entertainment to humans. 

Alternative and complimentary treatment studies.

Reese's pieces dipped. I would not have concern sharing any of the posts I saw as they were more objective than subjective.",5,7,6,5,5,6,3,6,4,5,2,4,6,5,4,5,7,2,,,,,,,0,0,33.487,0,,control,cam
2020-08-19 11:41:47,2020-08-19 11:52:16,0,100,629,1,2020-08-19 11:52:16,R_2fiZOHsNAJbHohG,anonymous,EN-GB,1.186,150.541,153.72,25,29,Female,5,7,2,4,2,1,3,1,7,2,7,1,2,7,1,6,1,7,1,0,0,21.48,0,1,2,1,2,2,1,,,,,,,,,,,0,0,42.257,0,,,,,,,,,"Post 1 was PETA posting about their own campaign to help a tiger jumping through flaming hoops. 

Post 2 was Homeopathy Plus sharing news about a northern ireland study that apparently found some benefit to complimentary and alternative therapies - however they don't link the study itself. They link their own website.

Post 3 was a post with a photo of chocolate dipped peanut butter cup Oreo sandwich food.",7,3,4,3,1,3,1,7,2,7,1,4,7,1,3,1,7,1,,5.309,5.309,26.624,1,,,,,,,intervention,cam
2020-08-19 11:37:06,2020-08-19 11:52:45,0,100,939,1,2020-08-19 11:52:45,R_2rJB5HG7CeUWXuY,anonymous,EN-GB,0.864,307.001,308.12,28,29,Male,6,6,5,4,5,5,3,2,7,2,7,1,4,6,2,6,3,7,2,,,,,,,,,,,42.593,50.858,139.223,7,1,2,1,2,2,1,,,,,0,0,32.116,0,,,,,"I would have concerns about sharing the PETA article and the climate change article.

The climate change article minimizes the legitimacy of climate change and the PETA article does not have enough information to be educational without considering the impact of the full situation. 

The final food article looks amazing! ",6,5,4,5,5,3,2,7,2,7,1,4,6,2,6,2,7,1,,,,,,"The study was short and useful. 

One thing to factor is in the preconceived or previously held beliefs on some of the content. For example, I am more reluctant to share PETA articles due to my previously held beliefs that they do not help animals as much as they purport to, causing more harm in some instances.  ",25.822,53.511,97.468,2,,control,climate
2020-08-19 11:44:11,2020-08-19 11:52:47,0,100,516,1,2020-08-19 11:52:48,R_0DIcJpa9IKTnh2V,anonymous,EN-GB,1.268,119.486,120.4,22,40,f,5,5,4,3,4,5,1,5,4,5,6,4,6,3,5,3,5,7,3,0,0,23.782,0,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,0,0,65.093,0,"Just usual rubbish,I'll not sharing these posts ",5,4,2,4,5,2,4,4,5,6,4,3,3,5,3,5,7,3,,0,0,3.38,0,,,,,,,intervention,vax
2020-08-19 11:44:43,2020-08-19 11:52:59,0,100,495,1,2020-08-19 11:52:59,R_3Grlo13gXUhBNww,anonymous,EN-GB,0.992,56.298,56.801,21,33,female,7,5,2,6,4,5,1,5,5,4,5,1,6,4,5,2,4,7,2,0,0,17.075,0,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,0,0,24.704,0,"One was on PETA asking people not to support tiger in show acts.
Another was on aluminium in vaccines.
The last was a dessert / snack (reese oreo snack).

I won't share because they don't contain anything I consider to be important.",5,2,6,4,6,1,5,5,5,5,1,5,4,5,3,4,7,2,Interesting study!,10.214,10.214,103.309,1,,,,,,,intervention,vax
2020-08-19 11:47:40,2020-08-19 11:53:34,0,100,354,1,2020-08-19 11:53:34,R_30w4uGasL98k3Ds,anonymous,EN-GB,0.788,71.263,72.784,23,29,Male,5,7,5,1,3,2,3,1,7,1,5,1,1,5,1,7,1,7,1,38.509,38.509,69.806,1,1,2,1,2,2,1,,,,,,,,,,,,,,,1.449,1.449,16.347,1,,,,,Lots of sensational claims that didn't appear to be backed by reliable sources of information. Also a chocolate covered peanut butter cup? I wouldn't share any of these.,7,5,1,3,2,3,1,7,1,5,1,1,5,1,7,1,7,1,,0,0,12.516,0,,,,,,,intervention,climate
2020-08-19 11:46:40,2020-08-19 11:53:39,0,100,419,1,2020-08-19 11:53:40,R_3gXaIaXX8Dv8fPY,anonymous,EN-GB,1.584,66.798,67.709,23,23,Male,5,6,5,4,1,2,1,3,6,3,5,1,4,6,5,3,2,7,2,0,0,3.093,0,2,2,1,2,2,1,,,,,,,,,,,,,,,0,0,22.785,0,,,,,"There were 3 posts.
The first one was from PETA talking about circus animals.
I wouldn't share this because of other things that PETA has done that I do not agree with, however it would be perfectly valid for someone to share.
The second one is about how climate change is a hoax.
I wouldn't share this because I believe that climate change is a genuine issue that we face today.
The third one was a picture of chocolate-dipped Reese's peanut butter cups in an Oreo sandwich.
I would have no problem sharing this with anyone because it contains no information or facts.",6,5,5,1,3,1,3,6,3,6,1,3,6,6,3,2,7,2,N/A,2.744,2.744,6.83,1,,,,,,,intervention,climate
2020-08-19 11:48:00,2020-08-19 11:54:32,0,100,391,1,2020-08-19 11:54:33,R_265Aix5U8YJBENy,anonymous,EN-GB,7.197,166.082,167.89,65,29,Female,5,3,7,6,4,6,6,6,7,4,7,6,3,5,7,6,7,7,2,,,,,,,,,,,0.513,1.133,2.037,2,1,1,1,1,1,1,,,,,,,,,0.507,16.642,27.953,8,Buttercup oreo sandwich.,5,6,7,5,4,7,6,5,4,7,7,3,6,6,5,7,7,1,,,,,,,0.49,4.501,5.55,3,,control,vax
2020-08-19 11:34:13,2020-08-19 11:55:17,0,100,1264,1,2020-08-19 11:55:17,R_1Eh96OIOxi6HFf6,anonymous,EN-GB,1.741,354.291,355.325,23,42,male,5,5,6,6,4,3,4,2,6,5,6,4,5,6,6,3,4,6,2,0,0,9.388,0,2,2,1,2,2,1,,,,,,,,,,,0,0,25.28,0,,,,,,,,,"Peta sharing about tigers being abused.
The Irish Government doing research that was about a homeopathic medicine.
Chocolate & Reeces cupcakes.

The Peta one seemed abit sensationalised, the medicine one didn't really give any info and the cake one just seemed like an advert",6,6,6,4,4,5,2,6,4,6,4,5,6,5,3,4,6,2,,0,0,15.935,0,,,,,,,intervention,cam
2020-08-19 11:28:07,2020-08-19 11:56:52,0,100,1724,1,2020-08-19 11:56:52,R_86rm5taRThTuZbP,anonymous,EN-GB,5.429,346.498,348.174,26,51,Male,6,7,4,3,2,3,5,1,7,2,7,1,3,7,5,5,1,7,1,36.655,36.655,47.984,1,1,2,1,2,2,1,,,,,,,,,,,37.872,47.567,58.102,2,,,,,,,,,"The PETA one is just emotive.  No evidence presented that the tigers are suffering, or context given.

Homeopathy one mentions a study, but doesn't link to anything.  Just has a nice picture and some hashtags.

Food one, is just food.  No issues there.",7,4,4,2,5,5,1,7,2,7,1,4,7,5,3,1,7,1,,29.639,608.697,725.215,2,,,,,,,intervention,cam
2020-08-19 11:49:16,2020-08-19 11:57:06,0,100,469,1,2020-08-19 11:57:06,R_3ExIItowMEIxRLI,anonymous,EN-GB,1.856,86.767,87.943,24,26,Female,5,6,6,5,4,5,3,2,6,4,4,4,4,6,4,4,4,6,2,0,0,15.279,0,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,17.13,17.931,21.109,2,"What I saw: animal jumping through rings/being trained, chocolate recipe, something science/math-related.

I would be concerned about sharing post with the animal as this may trigger negative reactions. ",6,6,5,3,5,4,2,6,4,4,4,4,6,4,4,4,6,2,,0,0,5.897,0,,,,,,,intervention,vax
