start_date,end_date,status,ip_address,progress,duration,finished,recorded_date,response_id,last_name,first_name,email,external_reference,location_latitude,location_longitude,distribution_channel,language,demographics_pre_first_click,demographics_pre_last_click,demographics_pre_submit,demographics_pre_click_count,age,gender,education,vax1_pre,tech1_pre,diet1_pre,tech2_pre,vax2_pre,diet2_pre,cc1_pre,cc2_pre,cam1_pre,rights1_pre,tech3_pre,cam2_pre,rights2_pre,diet3_pre,cam3_pre,vax3_pre,rights3_pre,cc3_pre,vignette_int_first,vignette_int_last,vignette_int_submit,vignette_int_count,training_int_freeman,training_int_sekerak,training_int_uber,training_int_vegan,training_int_gluten,training_int_meteor,vignette_control_first,vignette_control_last,vignette_control_submit,vignette_control_count,training_control_uber,training_control_vegans,training_control_banksy,training_control_ageism,training_control_legalage,training_control_freeman,cam_exp_first,cam_exp_last,cam_exp_submit,cam_exp_count,cc_exp_first,cc_exp_last,cc_exp_submit,cc_exp_count,vax_exp_first,vax_exp_last,vax_exp_submit,vax_exp_count,qual_review,vax1_post,tech1_post,diet1_post,tech2_post,vax2_post,diet2_post,cc1_post,cc2_post,cam1_post,rights1_post,tech3_post,cam2_post,rights2_post,diet3_post,cam3_post,vax3_post,rights3_post,cc3_post,feedback_int,debrief_int_first,debrief_int_last,debrief_int_submit,debrief_int_count,feedback_control,debrief_control_first,debrief_control_last,debrief_control_submit,debrief_control_count,condition,exposure
NA,NA,NA,NA,NA,NA,NA,NA,simulated275,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,18,Male,6,5,4,2,5,2,7,4,4,5,3,1,3,3,1,4,2,1,6,NA,NA,NA,NA,2,2,1,1,1,1,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",3,4,3,5,3,7,4,4,4,4,1,2,3,1,5,3,1,6,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated276,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,47,Male,3,2,2,2,4,6,6,1,6,3,6,4,3,5,2,6,5,4,2,NA,NA,NA,NA,2,2,1,2,1,2,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",2,2,2,3,7,7,1,1,3,6,4,2,5,2,6,7,4,2,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated277,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,66,Not specified,4,7,5,5,3,2,1,3,5,6,6,4,6,7,7,2,3,6,4,NA,NA,NA,NA,2,2,1,2,1,1,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",5,4,5,3,5,1,3,3,7,6,5,6,7,7,3,5,7,5,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated278,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,65,Female,5,6,2,3,7,2,4,4,4,4,4,1,3,3,5,5,3,6,4,NA,NA,NA,NA,1,1,1,2,2,1,NA,NA,NA,NA,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",7,1,3,6,3,3,4,4,4,4,2,4,3,5,4,3,7,4,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated279,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,21,Male,6,3,5,5,3,5,3,6,4,4,2,5,5,2,6,2,4,3,5,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",2,5,5,3,6,3,6,6,3,1,6,5,2,6,2,5,3,5,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated280,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,23,Female,3,1,1,4,6,5,1,1,7,3,4,1,4,5,4,6,5,2,1,NA,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",1,1,4,6,7,1,1,1,4,4,1,3,6,4,6,7,3,2,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated281,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,31,Female,7,2,4,7,5,4,1,2,5,2,4,3,2,4,7,7,4,3,2,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,NA,NA,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",1,4,7,5,4,1,2,2,2,4,3,2,4,7,7,4,4,2,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated282,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,79,Male,3,3,1,2,7,3,5,3,6,6,2,1,7,4,1,3,4,5,4,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",2,1,2,6,5,5,3,3,7,2,1,6,4,1,4,6,4,4,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated283,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,34,Female,3,7,2,2,6,1,7,3,5,2,5,1,3,4,2,6,1,6,1,NA,NA,NA,NA,1,2,2,2,1,1,NA,NA,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",6,2,2,6,2,7,4,4,1,5,1,3,4,2,6,3,5,1,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated284,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,70,Female,5,5,4,3,3,1,7,5,6,4,1,4,6,1,3,3,3,1,5,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",4,4,3,3,4,6,5,5,4,1,3,6,1,3,3,5,1,5,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated285,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,74,Male,3,2,4,4,7,5,2,1,7,3,2,1,3,3,7,5,7,3,1,NA,NA,NA,NA,2,2,1,2,1,2,NA,NA,NA,NA,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",3,4,5,7,7,1,1,1,3,2,1,2,3,6,5,7,2,1,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated286,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,62,Female,4,2,5,2,5,7,6,2,4,1,2,3,1,2,4,7,6,1,4,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",1,6,2,5,7,7,2,2,2,2,3,1,2,4,7,7,1,3,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated287,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,67,Male,7,3,4,4,5,4,5,3,7,2,6,3,5,6,2,4,3,5,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",1,4,5,4,5,6,3,3,2,6,3,5,7,3,4,4,5,2,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
NA,NA,NA,NA,NA,NA,NA,NA,simulated288,NA,NA,NA,NA,NA,NA,simulated,NA,NA,NA,NA,NA,41,Male,1,5,2,2,3,3,6,3,4,7,2,4,6,1,1,1,3,5,4,NA,NA,NA,NA,1,2,2,2,1,2,NA,NA,NA,NA,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lorem ipsum dolor sit amet, mus enim, sed vitae senectus lorem, velit. A sem nulla, turpis. Lectus non! Ut curabitur senectus. Vehicula netus arcu donec, auctor. Sapien, condimentum elementum tortor quis velit porta. Quisque in nunc viverra tristique non, suspendisse inceptos vivamus. Purus mattis adipiscing sed id in fames nibh.",4,2,2,3,5,5,4,4,7,1,4,7,1,1,1,5,5,4,"Lorem ipsum dolor sit amet, ante purus rhoncus varius vel nullam urna nam pellentesque. Enim turpis taciti tristique ac erat sed, justo. A tincidunt pharetra in sed ut ultricies et. Phasellus, tempor ut, diam tellus. Pharetra sociis id quam ac, fermentum. Accumsan cursus nostra eu pellentesque non venenatis. Vitae et egestas cras, nisl sed. Sed in vestibulum sed, ut. Justo tempor at turpis in neque ut sed. Imperdiet quis tristique ut et mauris ac gravida. Odio vestibulum, nulla vitae ac facilisi.",NA,NA,NA,NA,"Lorem ipsum dolor sit amet, enim nibh felis metus ligula risus. Sociis euismod penatibus, enim maecenas nunc nec consectetur aliquam libero enim. Eu risus in ridiculus a non nibh maecenas tortor dignissim tempus maecenas purus dolor sagittis, sem. Mattis platea, eu ac netus risus turpis vel in sociis consequat. Duis eget lobortis ornare non. Sed at, arcu ac eget donec non eu libero nec turpis tristique faucibus quisque. Justo imperdiet in, euismod dolor aliquam dui odio et tempus sit. Nulla, praesent dui in id ridiculus. Nec, orci justo in, suscipit taciti blandit, id, erat.",NA,NA,NA,NA,control,vax
